Unnamed: 0,geoName,year,sector,establishments,employment,wages,gdp,State,adt,sla,ugos,ugosa,vgos,vgosa
207,Connecticut,2016,Offshore Mineral Resources,23.0,266.75,21973486.0,142907707.877,Connecticut,-0.0375333333333333,0.0409,0.022,0.0021333333333333,-0.0285,-0.0110333333333333
208,Connecticut,2016,Ship and Boat Building,18.0,10690.0,966530045.0,1760769083.57,Connecticut,-0.0375333333333333,0.0409,0.022,0.0021333333333333,-0.0285,-0.0110333333333333
209,Connecticut,2016,Tourism and Recreation,2751.0,38625.083,930363332.0,2176397228.396,Connecticut,-0.0375333333333333,0.0409,0.022,0.0021333333333333,-0.0285,-0.0110333333333333
210,Connecticut,2016,Ocean Economy,3048.0,54835.5,2243564568.0,4796294057.042,Connecticut,-0.0375333333333333,0.0409,0.022,0.0021333333333333,-0.0285,-0.0110333333333333
224,Connecticut,2015,Living Resources,67.0,456.25,18583928.0,54712999.176,Connecticut,0.0645333333333333,0.1430333333333333,0.1087,0.0887999999999999,0.041,0.0584333333333333
225,Connecticut,2015,Ship and Boat Building,16.0,9849.917,894620361.0,1923840063.22,Connecticut,0.0645333333333333,0.1430333333333333,0.1087,0.0887999999999999,0.041,0.0584333333333333
226,Connecticut,2015,Tourism and Recreation,2691.0,37584.667,886308042.0,1998143440.097,Connecticut,0.0645333333333333,0.1430333333333333,0.1087,0.0887999999999999,0.041,0.0584333333333333
228,Connecticut,2015,Ocean Economy,2964.0,51870.667,2096066303.0,4875367125.603,Connecticut,0.0645333333333333,0.1430333333333333,0.1087,0.0887999999999999,0.041,0.0584333333333333
230,Connecticut,2008,Living Resources,70.0,372.0,12365843.0,40496573.774,Connecticut,-0.1667,-0.0882333333333333,-0.1233666666666666,-0.1432666666666666,-0.0729333333333333,-0.0554999999999999
231,Connecticut,2008,Offshore Mineral Resources,23.0,391.0,27235827.0,72005557.162,Connecticut,-0.1667,-0.0882333333333333,-0.1233666666666666,-0.1432666666666666,-0.0729333333333333,-0.0554999999999999
232,Connecticut,2008,Ship and Boat Building,17.0,7995.0,618190346.0,1159545774.451,Connecticut,-0.1667,-0.0882333333333333,-0.1233666666666666,-0.1432666666666666,-0.0729333333333333,-0.0554999999999999
234,Connecticut,2008,Ocean Economy,2669.0,44952.0,1693102798.0,3534543453.631,Connecticut,-0.1667,-0.0882333333333333,-0.1233666666666666,-0.1432666666666666,-0.0729333333333333,-0.0554999999999999
238,Connecticut,2009,Living Resources,71.0,458.0,17151330.0,51705922.632,Connecticut,-0.0707666666666666,0.0077333333333333,0.0220333333333333,0.0021666666666666,-0.0481,-0.0306666666666666
239,Connecticut,2009,Offshore Mineral Resources,23.0,325.0,23179945.0,62546597.03,Connecticut,-0.0707666666666666,0.0077333333333333,0.0220333333333333,0.0021666666666666,-0.0481,-0.0306666666666666
240,Connecticut,2009,Ship and Boat Building,15.0,8540.0,661448985.0,1386471304.726,Connecticut,-0.0707666666666666,0.0077333333333333,0.0220333333333333,0.0021666666666666,-0.0481,-0.0306666666666666
241,Connecticut,2009,Tourism and Recreation,2380.0,30642.0,644074564.0,1397427084.301,Connecticut,-0.0707666666666666,0.0077333333333333,0.0220333333333333,0.0021666666666666,-0.0481,-0.0306666666666666
243,Connecticut,2009,Ocean Economy,2685.0,44623.0,1694762828.0,3827186383.583,Connecticut,-0.0707666666666666,0.0077333333333333,0.0220333333333333,0.0021666666666666,-0.0481,-0.0306666666666666
245,Connecticut,2010,Living Resources,73.0,454.0,16553869.0,50507399.07,Connecticut,-0.0846666666666666,-0.0061666666666666,-0.0575333333333333,-0.0774333333333333,-0.0052666666666666,0.0121666666666666
246,Connecticut,2010,Offshore Mineral Resources,29.0,273.0,22175405.0,85029154.583,Connecticut,-0.0846666666666666,-0.0061666666666666,-0.0575333333333333,-0.0774333333333333,-0.0052666666666666,0.0121666666666666
247,Connecticut,2010,Ship and Boat Building,15.0,8502.0,694829849.0,1712064218.535,Connecticut,-0.0846666666666666,-0.0061666666666666,-0.0575333333333333,-0.0774333333333333,-0.0052666666666666,0.0121666666666666
248,Connecticut,2010,Tourism and Recreation,2376.0,30780.0,660339765.0,1504525363.104,Connecticut,-0.0846666666666666,-0.0061666666666666,-0.0575333333333333,-0.0774333333333333,-0.0052666666666666,0.0121666666666666
250,Connecticut,2010,Ocean Economy,2678.0,44638.0,1740535403.0,4097806154.881,Connecticut,-0.0846666666666666,-0.0061666666666666,-0.0575333333333333,-0.0774333333333333,-0.0052666666666666,0.0121666666666666
252,Connecticut,2011,Living Resources,71.0,461.0,16518686.0,48181739.259,Connecticut,-0.0339666666666666,0.0444666666666666,0.0028666666666666,-0.017,-0.021,-0.0035666666666666
253,Connecticut,2011,Offshore Mineral Resources,27.0,258.0,21547359.0,72758075.135,Connecticut,-0.0339666666666666,0.0444666666666666,0.0028666666666666,-0.017,-0.021,-0.0035666666666666
254,Connecticut,2011,Ship and Boat Building,15.0,8483.0,701544096.0,1512933067.406,Connecticut,-0.0339666666666666,0.0444666666666666,0.0028666666666666,-0.017,-0.021,-0.0035666666666666
255,Connecticut,2011,Tourism and Recreation,2443.0,32190.0,691601939.0,1599577622.0,Connecticut,-0.0339666666666666,0.0444666666666666,0.0028666666666666,-0.017,-0.021,-0.0035666666666666
257,Connecticut,2011,Ocean Economy,2741.0,45906.0,1788258663.0,3954324526.256,Connecticut,-0.0339666666666666,0.0444666666666666,0.0028666666666666,-0.017,-0.021,-0.0035666666666666
259,Connecticut,2012,Living Resources,69.0,472.75,18581588.0,56839494.128,Connecticut,-0.0698333333333333,0.0086666666666666,0.0151,-0.0047666666666666,-0.0004666666666666,0.017
260,Connecticut,2012,Offshore Mineral Resources,27.0,249.917,19360661.0,82646819.7,Connecticut,-0.0698333333333333,0.0086666666666666,0.0151,-0.0047666666666666,-0.0004666666666666,0.017
261,Connecticut,2012,Ship and Boat Building,17.0,8505.167,738912121.0,1640338259.793,Connecticut,-0.0698333333333333,0.0086666666666666,0.0151,-0.0047666666666666,-0.0004666666666666,0.017
262,Connecticut,2012,Tourism and Recreation,2502.0,34031.667,735966911.0,1775216510.9,Connecticut,-0.0698333333333333,0.0086666666666666,0.0151,-0.0047666666666666,-0.0004666666666666,0.017
264,Connecticut,2012,Ocean Economy,2795.0,47551.917,1876711793.0,4223390508.966,Connecticut,-0.0698333333333333,0.0086666666666666,0.0151,-0.0047666666666666,-0.0004666666666666,0.017
266,Connecticut,2013,Living Resources,72.0,487.167,17645057.0,55033191.525,Connecticut,-0.0948333333333333,-0.0163333333333333,-0.0028,-0.0226666666666666,-0.0697,-0.0522666666666666
267,Connecticut,2013,Offshore Mineral Resources,25.0,252.833,18763839.0,75234145.829,Connecticut,-0.0948333333333333,-0.0163333333333333,-0.0028,-0.0226666666666666,-0.0697,-0.0522666666666666
268,Connecticut,2013,Ship and Boat Building,20.0,9203.417,805365437.0,1586627681.082,Connecticut,-0.0948333333333333,-0.0163333333333333,-0.0028,-0.0226666666666666,-0.0697,-0.0522666666666666
269,Connecticut,2013,Tourism and Recreation,2669.0,36323.417,797194452.0,1836480051.393,Connecticut,-0.0948333333333333,-0.0163333333333333,-0.0028,-0.0226666666666666,-0.0697,-0.0522666666666666
271,Connecticut,2013,Ocean Economy,2963.0,50410.917,1958823423.0,4180992932.146,Connecticut,-0.0948333333333333,-0.0163333333333333,-0.0028,-0.0226666666666666,-0.0697,-0.0522666666666666
274,Connecticut,2017,Living Resources,89.0,700.917,30022467.0,76970435.029,Connecticut,-0.1352666666666666,-0.0567666666666666,0.0109333333333333,-0.0089666666666666,-0.0707,-0.0532666666666666
275,Connecticut,2017,Ship and Boat Building,18.0,11576.167,1057747580.0,2014233293.804,Connecticut,-0.1352666666666666,-0.0567666666666666,0.0109333333333333,-0.0089666666666666,-0.0707,-0.0532666666666666
276,Connecticut,2017,Tourism and Recreation,2766.0,38919.667,955547019.0,2235512297.315,Connecticut,-0.1352666666666666,-0.0567666666666666,0.0109333333333333,-0.0089666666666666,-0.0707,-0.0532666666666666
278,Connecticut,2017,Ocean Economy,3060.0,56722.25,2379816947.0,5029333995.637,Connecticut,-0.1352666666666666,-0.0567666666666666,0.0109333333333333,-0.0089666666666666,-0.0707,-0.0532666666666666
292,Connecticut,2018,Living Resources,88.0,676.167,29251604.0,71741399.162,Connecticut,-0.0108333333333333,0.0676333333333333,0.0861333333333333,0.0662666666666666,0.0174999999999999,0.0349333333333333
293,Connecticut,2018,Offshore Mineral Resources,23.0,270.333,22613258.0,97044757.228,Connecticut,-0.0108333333333333,0.0676333333333333,0.0861333333333333,0.0662666666666666,0.0174999999999999,0.0349333333333333
295,Connecticut,2018,Tourism and Recreation,2830.0,39328.083,991974007.0,2047664433.673,Connecticut,-0.0108333333333333,0.0676333333333333,0.0861333333333333,0.0662666666666666,0.0174999999999999,0.0349333333333333
297,Connecticut,2018,Ocean Economy,3126.0,57783.0,2479132191.0,5340009420.361,Connecticut,-0.0108333333333333,0.0676333333333333,0.0861333333333333,0.0662666666666666,0.0174999999999999,0.0349333333333333
310,Connecticut,2019,Living Resources,86.0,669.667,29886526.0,74400317.413,Connecticut,-0.0172,0.0612666666666666,0.1271333333333333,0.1072666666666666,0.0354,0.0528666666666666
311,Connecticut,2019,Offshore Mineral Resources,23.0,280.417,23914309.0,98122319.833,Connecticut,-0.0172,0.0612666666666666,0.1271333333333333,0.1072666666666666,0.0354,0.0528666666666666
312,Connecticut,2019,Ship and Boat Building,18.0,12225.083,1161040844.0,2739266829.559,Connecticut,-0.0172,0.0612666666666666,0.1271333333333333,0.1072666666666666,0.0354,0.0528666666666666
313,Connecticut,2019,Tourism and Recreation,2888.0,39758.917,1038685187.0,2235437952.037,Connecticut,-0.0172,0.0612666666666666,0.1271333333333333,0.1072666666666666,0.0354,0.0528666666666666
315,Connecticut,2019,Ocean Economy,3182.0,60167.75,2638171415.0,5794149007.192,Connecticut,-0.0172,0.0612666666666666,0.1271333333333333,0.1072666666666666,0.0354,0.0528666666666666
327,Connecticut,2014,Living Resources,71.0,466.667,17392681.0,50985716.149,Connecticut,-0.0542,0.0242666666666666,-0.1008999999999999,-0.1207333333333333,-0.0346333333333333,-0.0172
