geoid,geoName,year,sector,establishments,employment,wages,gdp
09000,Connecticut,2009,Marine Transportation,151,4473,338129517,906701801.529
09000,Connecticut,2009,Ocean Economy,2685,44623,1694762828,3827186383.583
09000,Connecticut,2010,Marine Construction,43,282,14506245,29913085.582
09000,Connecticut,2010,Living Resources,73,454,16553869,50507399.07
09000,Connecticut,2010,Offshore Mineral Resources,29,273,22175405,85029154.583
09000,Connecticut,2010,Ship and Boat Building,15,8502,694829849,1712064218.535
09000,Connecticut,2010,Tourism and Recreation,2376,30780,660339765,1504525363.104
09000,Connecticut,2010,Marine Transportation,142,4345,332130270,715766934.008
09000,Connecticut,2010,Ocean Economy,2678,44638,1740535403,4097806154.881
09000,Connecticut,2011,Marine Construction,41,301,15371684,30352511.071
09000,Connecticut,2011,Living Resources,71,461,16518686,48181739.259
09000,Connecticut,2011,Offshore Mineral Resources,27,258,21547359,72758075.135
09000,Connecticut,2011,Ship and Boat Building,15,8483,701544096,1512933067.406
09000,Connecticut,2011,Tourism and Recreation,2443,32190,691601939,1599577622
09000,Connecticut,2011,Marine Transportation,144,4211,341674899,690521511.386
09000,Connecticut,2011,Ocean Economy,2741,45906,1788258663,3954324526.256
09000,Connecticut,2012,Marine Construction,43,281.5,19388443,39298564.664
09000,Connecticut,2012,Living Resources,69,472.75,18581588,56839494.128
09000,Connecticut,2012,Offshore Mineral Resources,27,249.917,19360661,82646819.7
09000,Connecticut,2012,Ship and Boat Building,17,8505.167,738912121,1640338259.793
09000,Connecticut,2012,Tourism and Recreation,2502,34031.667,735966911,1775216510.9
09000,Connecticut,2012,Marine Transportation,137,4010.917,344502069,629050859.782
09000,Connecticut,2012,Ocean Economy,2795,47551.917,1876711793,4223390508.966
09000,Connecticut,2013,Marine Construction,40,268.833,18702034,35745786.003
09000,Connecticut,2013,Living Resources,72,487.167,17645057,55033191.525
09000,Connecticut,2013,Offshore Mineral Resources,25,252.833,18763839,75234145.829
09000,Connecticut,2006,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2007,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2013,Ship and Boat Building,20,9203.417,805365437,1586627681.082
09000,Connecticut,2013,Tourism and Recreation,2669,36323.417,797194452,1836480051.393
09000,Connecticut,2013,Marine Transportation,137,3875.25,301152604,591872076.314
09000,Connecticut,2013,Ocean Economy,2963,50410.917,1958823423,4180992932.146
09000,Connecticut,2017,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2017,Offshore Mineral Resources,SUP,SUP,SUP,SUP
09000,Connecticut,2016,Living Resources,84,721.333,31060402,83167743.835
09000,Connecticut,2016,Offshore Mineral Resources,23,266.75,21973486,142907707.877
09000,Connecticut,2016,Ship and Boat Building,18,10690,966530045,1760769083.57
09000,Connecticut,2016,Tourism and Recreation,2751,38625.083,930363332,2176397228.396
09000,Connecticut,2016,Ocean Economy,3048,54835.5,2243564568,4796294057.042
09000,Connecticut,2017,Living Resources,89,700.917,30022467,76970435.029
09000,Connecticut,2017,Ship and Boat Building,18,11576.167,1057747580,2014233293.804
09000,Connecticut,2017,Tourism and Recreation,2766,38919.667,955547019,2235512297.315
09000,Connecticut,2017,Marine Transportation,126,4949.333,287705382,566312697.438
09000,Connecticut,2017,Ocean Economy,3060,56722.25,2379816947,5029333995.637
09000,Connecticut,2018,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2018,Living Resources,88,676.167,29251604,71741399.162
09000,Connecticut,2018,Offshore Mineral Resources,23,270.333,22613258,97044757.228
09000,Connecticut,2018,Ship and Boat Building,SUP,SUP,SUP,SUP
09000,Connecticut,2018,Tourism and Recreation,2830,39328.083,991974007,2047664433.673
09000,Connecticut,2018,Marine Transportation,123,5194.75,288973992,523576726.675
09000,Connecticut,2018,Ocean Economy,3126,57783,2479132191,5340009420.361
09000,Connecticut,2019,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2019,Living Resources,86,669.667,29886526,74400317.413
09000,Connecticut,2019,Offshore Mineral Resources,23,280.417,23914309,98122319.833
09000,Connecticut,2019,Ship and Boat Building,18,12225.083,1161040844,2739266829.559
09000,Connecticut,2019,Tourism and Recreation,2888,39758.917,1038685187,2235437952.037
09000,Connecticut,2019,Marine Transportation,120,6991.75,363403547,611620786.01
09000,Connecticut,2019,Ocean Economy,3182,60167.75,2638171415,5794149007.192
09000,Connecticut,2014,Living Resources,71,466.667,17392681,50985716.149
09000,Connecticut,2014,Offshore Mineral Resources,25,265.583,21512386,89744726.771
09000,Connecticut,2014,Ship and Boat Building,18,9128.167,868700504,1574698031.209
09000,Connecticut,2014,Tourism and Recreation,2696,37348.583,833626445,1748316673.81
09000,Connecticut,2014,Marine Transportation,128,3404.083,261151185,574064355.549
09000,Connecticut,2014,Ocean Economy,2978,50871.583,2023677338,4076317117.65
09000,Connecticut,2015,Living Resources,67,456.25,18583928,54712999.176
09000,Connecticut,2015,Ship and Boat Building,16,9849.917,894620361,1923840063.22
09000,Connecticut,2015,Tourism and Recreation,2691,37584.667,886308042,1998143440.097
09000,Connecticut,2015,Marine Transportation,127,3415.917,250405187,738253821.313
09000,Connecticut,2015,Ocean Economy,2964,51870.667,2096066303,4875367125.603
09000,Connecticut,2008,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2008,Tourism and Recreation,SUP,SUP,SUP,SUP
09000,Connecticut,2014,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2015,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2005,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2020,Marine Construction,SUP,SUP,SUP,SUP
09000,Connecticut,2020,Living Resources,84,610.833,27963588,67432663.729
09000,Connecticut,2020,Offshore Mineral Resources,41,243.25,17565626,85523394.326
09000,Connecticut,2020,Ship and Boat Building,SUP,SUP,SUP,SUP
09000,Connecticut,2020,Tourism and Recreation,2855,30512.583,844346739,1754969363.71
09000,Connecticut,2020,Marine Transportation,122,11010.583,497079435,701773439.167
09000,Connecticut,2020,Ocean Economy,3164,54870.25,2645985504,4830914702.102
10000,Delaware,2020,Marine Construction,29,98.5,6486107,12062985.006
10000,Delaware,2020,Living Resources,35,238.333,10755474,22698673.207
10000,Delaware,2020,Offshore Mineral Resources,9,71.25,4240161,6182265.951
10000,Delaware,2020,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2020,Tourism and Recreation,1497,19540,416988065,948483347.065
10000,Delaware,2020,Marine Transportation,118,6951.083,338397165,421109769.279
10000,Delaware,2020,Ocean Economy,1691,26910.333,777392541,1411717860.509
10000,Delaware,2008,Marine Construction,SUP,SUP,SUP,SUP
10000,Delaware,2008,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2009,Marine Construction,SUP,SUP,SUP,SUP
10000,Delaware,2010,Marine Construction,SUP,SUP,SUP,SUP
10000,Delaware,2010,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2011,Marine Construction,SUP,SUP,SUP,SUP
10000,Delaware,2011,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2012,Marine Construction,SUP,SUP,SUP,SUP
10000,Delaware,2014,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2015,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2009,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2012,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2013,Marine Construction,SUP,SUP,SUP,SUP
10000,Delaware,2013,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2014,Marine Construction,SUP,SUP,SUP,SUP
10000,Delaware,2010,Offshore Mineral Resources,SUP,SUP,SUP,SUP
10000,Delaware,2011,Offshore Mineral Resources,SUP,SUP,SUP,SUP
10000,Delaware,2012,Offshore Mineral Resources,SUP,SUP,SUP,SUP
10000,Delaware,2005,Offshore Mineral Resources,SUP,SUP,SUP,SUP
10000,Delaware,2013,Offshore Mineral Resources,SUP,SUP,SUP,SUP
10000,Delaware,2016,Offshore Mineral Resources,SUP,SUP,SUP,SUP
10000,Delaware,2016,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2014,Offshore Mineral Resources,SUP,SUP,SUP,SUP
10000,Delaware,2015,Offshore Mineral Resources,SUP,SUP,SUP,SUP
10000,Delaware,2016,Marine Construction,24,102.333,5561552,10562969.087
10000,Delaware,2016,Living Resources,38,220.917,8996972,18750885.147
10000,Delaware,2016,Tourism and Recreation,1237,21699.75,400083475,830974511.744
10000,Delaware,2016,Marine Transportation,96,6196.75,260088655,362820956.501
10000,Delaware,2016,Ocean Economy,1403,28289.583,678414625,1230220949.976
10000,Delaware,2017,Marine Construction,26,78.5,4922836,9115301.932
10000,Delaware,2017,Living Resources,38,231.417,9517188,22073097.798
10000,Delaware,2017,Offshore Mineral Resources,8,47.333,2542075,4004262.514
10000,Delaware,2017,Tourism and Recreation,1274,21615.417,407916467,850944739.925
10000,Delaware,2017,Marine Transportation,102,6002.417,264326348,362259522.056
10000,Delaware,2017,Ocean Economy,1451,28002.167,690667737,1252466734.824
10000,Delaware,2018,Marine Construction,23,90.167,6529547,12244188.239
10000,Delaware,2018,Living Resources,34,220.667,9901303,21560307.002
10000,Delaware,2018,Offshore Mineral Resources,9,67.167,3739818,6150637.746
10000,Delaware,2018,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2018,Tourism and Recreation,1383,22881.917,441706427,910704996
10000,Delaware,2018,Marine Transportation,105,5842.833,274176709,371806771.444
10000,Delaware,2018,Ocean Economy,1556,29127,737454513,1325037335.013
10000,Delaware,2019,Marine Construction,28,95.75,6855686,13003227.253
10000,Delaware,2019,Living Resources,33,231.417,10167462,22051097.587
10000,Delaware,2019,Offshore Mineral Resources,8,60.667,3385203,5070157.844
10000,Delaware,2019,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2019,Tourism and Recreation,1451,23265.833,471899748,1028511958.95
10000,Delaware,2019,Marine Transportation,110,6123.25,293716911,410326626.24
10000,Delaware,2019,Ocean Economy,1632,29793.917,786859247,1480449223.188
10000,Delaware,2014,Living Resources,30,187,7527343,16751366.011
10000,Delaware,2014,Tourism and Recreation,1024,19231.583,327240275,674645670.931
10000,Delaware,2014,Marine Transportation,81,4846.833,215348482,303606304.071
10000,Delaware,2014,Ocean Economy,1166,24410.667,556661630,1006928119.65
10000,Delaware,2015,Marine Construction,24,99.667,5251773,9837214.145
10000,Delaware,2015,Living Resources,31,194.333,7699600,16624495.408
10000,Delaware,2015,Tourism and Recreation,1006,18927.833,338304465,693435468.55
10000,Delaware,2015,Marine Transportation,90,5845.167,248402087,343948616.836
10000,Delaware,2015,Ocean Economy,1157,25128,602864343,1070177988.147
10000,Delaware,2005,Marine Construction,SUP,SUP,SUP,SUP
10000,Delaware,2006,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2007,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2005,Living Resources,30,375,9763441,17788858.558
10000,Delaware,2005,Tourism and Recreation,1162,17231,252525815,555228399.237
10000,Delaware,2005,Marine Transportation,62,2602,98838500,154237181.109
10000,Delaware,2005,Ocean Economy,1302,20516,374914789,752142270.767
10000,Delaware,2006,Marine Construction,33,245,12122570,21699979.621
10000,Delaware,2006,Living Resources,28,311,9143811,16881368.134
10000,Delaware,2006,Offshore Mineral Resources,14,43,1753865,2707289.003
10000,Delaware,2006,Tourism and Recreation,1125,17368,262814325,560357994.347
10000,Delaware,2006,Marine Transportation,73,2904,108242528,172749493.728
10000,Delaware,2006,Ocean Economy,1274,20875,394359516,775196855.756
10000,Delaware,2007,Marine Construction,30,225,11149135,19324857.707
10000,Delaware,2007,Living Resources,23,259,8068700,15699220.078
10000,Delaware,2007,Offshore Mineral Resources,13,43,1846980,2858042.75
10000,Delaware,2007,Tourism and Recreation,1010,16661,259896248,511591044.614
10000,Delaware,2007,Marine Transportation,71,2598,107090022,159384295.447
10000,Delaware,2007,Ocean Economy,1148,19791,388237098,709399906.079
10000,Delaware,2008,Living Resources,25,220,7301738,14443915.035
10000,Delaware,2008,Offshore Mineral Resources,12,38,1723510,2974415.189
10000,Delaware,2008,Tourism and Recreation,944,16005,255005731,512636061.392
10000,Delaware,2008,Marine Transportation,71,2350,104632869,161189544.569
10000,Delaware,2008,Ocean Economy,1081,18881,380466292,712986386.529
10000,Delaware,2009,Living Resources,24,194,6402256,15607969.352
10000,Delaware,2009,Offshore Mineral Resources,10,25,1219029,2248221.872
10000,Delaware,2009,Tourism and Recreation,901,15384,241814546,473422118.432
10000,Delaware,2009,Marine Transportation,67,2248,105036821,163180533.49
10000,Delaware,2009,Ocean Economy,1030,18045,363246135,671477004.442
10000,Delaware,2010,Living Resources,24,183,6346509,13490557.765
10000,Delaware,2010,Tourism and Recreation,869,15544,246018142,482429805.572
10000,Delaware,2010,Marine Transportation,67,2129,100912563,156989278.13
10000,Delaware,2010,Ocean Economy,991,18049,362225889,669141644.186
10000,Delaware,2011,Living Resources,28,187,6808625,15403226.088
10000,Delaware,2011,Tourism and Recreation,1033,17766,283408922,584740721.33
10000,Delaware,2011,Marine Transportation,71,2267,105263271,160384374.636
10000,Delaware,2011,Ocean Economy,1163,20381,403356154,774932994.118
10000,Delaware,2012,Living Resources,24,185.667,7154909,15045463.789
10000,Delaware,2012,Tourism and Recreation,963,17530.083,288876354,594642397.339
10000,Delaware,2012,Marine Transportation,68,2295.5,110348126,166498725.729
10000,Delaware,2012,Ocean Economy,1081,20158.833,413958628,790603103.212
10000,Delaware,2013,Living Resources,29,192.083,7286405,16788044.086
10000,Delaware,2013,Tourism and Recreation,1052,18906.333,311932136,636154810.928
10000,Delaware,2013,Marine Transportation,74,3937,184200064,266822914.229
10000,Delaware,2013,Ocean Economy,1183,23194.417,511185192,933609739.937
10000,Delaware,2017,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2021,Marine Construction,28,70,4032343,7454562.703
10000,Delaware,2021,Living Resources,36,262.333,12787618,28881260.916
10000,Delaware,2021,Offshore Mineral Resources,10,73.5,4724403,7992173.158
10000,Delaware,2021,Ship and Boat Building,SUP,SUP,SUP,SUP
10000,Delaware,2021,Tourism and Recreation,1513,22708.333,544318573,1298237965.595
10000,Delaware,2021,Marine Transportation,115,8518.583,445149624,565584828.529
10000,Delaware,2021,Ocean Economy,1705,31642.5,1011458424,1909663618.718
12000,Florida,2021,Marine Construction,899,10311.333,689704104,1323255805.795
12000,Florida,2021,Living Resources,967,7546.417,375932925,993272954.284
12000,Florida,2021,Offshore Mineral Resources,318,1619.083,103981970,345568666.146
12000,Florida,2021,Ship and Boat Building,530,14318.167,818262845,1218085598.854
12000,Florida,2021,Tourism and Recreation,20156,396129.333,12335741187,25993684789.837
12000,Florida,2021,Marine Transportation,1718,116941.917,6284810665,10043061507.452
12000,Florida,2021,Ocean Economy,24588,546866.25,20608433696,39916929322.366
12000,Florida,2009,Marine Transportation,1303,51368,2592657906,6596498365.448
12000,Florida,2009,Ocean Economy,24015,402151,10112025917,23379698026.902
12000,Florida,2010,Marine Construction,652,6308,295103608,686439732.426
12000,Florida,2010,Living Resources,522,3169,103321430,298466537.336
12000,Florida,2010,Offshore Mineral Resources,326,1426,67250284,277644394.341
12000,Florida,2010,Ship and Boat Building,383,8227,357811850,734876113.858
12000,Florida,2010,Tourism and Recreation,21254,334901,6823291998,15542142979.587
12000,Florida,2010,Marine Transportation,1386,51643,2674378511,6761360896.159
12000,Florida,2010,Ocean Economy,24523,405676,10321157681,24300930653.708
12000,Florida,2011,Marine Construction,687,5855,284676211,679614959.697
12000,Florida,2011,Living Resources,508,3212,102790164,285243770.166
12000,Florida,2011,Offshore Mineral Resources,290,1265,60237507,331521106.436
12000,Florida,2011,Ship and Boat Building,382,7838,341307656,737602588.498
12000,Florida,2011,Tourism and Recreation,21768,349047,7326240627,16656249264.932
12000,Florida,2011,Marine Transportation,1366,48689,2633347454,6328990481.752
12000,Florida,2011,Ocean Economy,25001,415908,10748599619,25019222171.481
12000,Florida,2012,Marine Construction,747,7026.25,372701493,757396928.085
12000,Florida,2012,Living Resources,516,3381.167,114585076,318306915.554
12000,Florida,2012,Offshore Mineral Resources,293,1396.917,93802136,434274206.963
12000,Florida,2012,Ship and Boat Building,404,8765.667,394254554,769267796.921
