,geoName,year,sector,establishments,employment,wages,gdp,State,adt,sla,ugos,ugosa,vgos,vgosa
27,Alabama,2018,Construction,9901.0,89207.0,4813291374.0,8055400000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
28,Alabama,2018,Manufacturing,5567.0,266798.0,15225512000.0,37786100000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
29,Alabama,2018,Leisure and Hospitality,11218.0,211978.0,3644415354.0,7125200000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
30,Alabama,2018,Natural Resources and Mining,1843.0,18397.0,1037369714.0,4781600000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
31,Alabama,2018,All Industries Total,127260.0,1961626.0,93007888078.0,221030700000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
32,Alabama,2018,Financial Activities,13519.0,96416.0,6637326424.0,36683400000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
33,Alabama,2018,Professional and Business Services,22014.0,248167.0,13867486497.0,21894700000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
34,Alabama,2018,Education and Health Services,15057.0,435091.0,20548636242.0,17795500000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
35,Alabama,2018,Information,2235.0,21838.0,1284844431.0,4518400000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
36,Alabama,2018,Public Administration,2049.0,124435.0,6955279973.0,36598000000.0,Alabama,0.2141,0.025275,0.014250000000000002,0.0093625,-0.0448875,-0.01755
37,Alabama,2009,Marine Transportation,117.0,4020.0,194787940.0,481707599.416,Alabama,0.179275,-0.009525,0.004937500000000001,3.749999999999977e-05,-0.0375875,-0.0102625
38,Alabama,2009,Ocean Economy,1148.0,24027.0,666358558.0,1952852707.862,Alabama,0.179275,-0.009525,0.004937500000000001,3.749999999999977e-05,-0.0375875,-0.0102625
39,Alabama,2009,Marine Construction,41.0,350.0,13463366.0,26039390.344,Alabama,0.179275,-0.009525,0.004937500000000001,3.749999999999977e-05,-0.0375875,-0.0102625
40,Alabama,2009,Living Resources,119.0,2011.0,46303175.0,159119667.155,Alabama,0.179275,-0.009525,0.004937500000000001,3.749999999999977e-05,-0.0375875,-0.0102625
41,Alabama,2009,Offshore Mineral Resources,32.0,468.0,44273590.0,543769884.478,Alabama,0.179275,-0.009525,0.004937500000000001,3.749999999999977e-05,-0.0375875,-0.0102625
42,Alabama,2009,Ship and Boat Building,50.0,3577.0,167807886.0,360362434.857,Alabama,0.179275,-0.009525,0.004937500000000001,3.749999999999977e-05,-0.0375875,-0.0102625
43,Alabama,2009,Tourism and Recreation,789.0,13599.0,199722601.0,381853731.612,Alabama,0.179275,-0.009525,0.004937500000000001,3.749999999999977e-05,-0.0375875,-0.0102625
44,Alabama,2010,Marine Construction,44.0,346.0,13841570.0,24926186.831,Alabama,0.11325,-0.07555,-0.054125,-0.058975,-0.0159125,0.0114
45,Alabama,2010,Living Resources,124.0,1788.0,44312150.0,138498279.5,Alabama,0.11325,-0.07555,-0.054125,-0.058975,-0.0159125,0.0114
46,Alabama,2010,Offshore Mineral Resources,35.0,462.0,45105295.0,439302416.505,Alabama,0.11325,-0.07555,-0.054125,-0.058975,-0.0159125,0.0114
47,Alabama,2010,Ship and Boat Building,46.0,3017.0,151114753.0,381049142.759,Alabama,0.11325,-0.07555,-0.054125,-0.058975,-0.0159125,0.0114
48,Alabama,2010,Tourism and Recreation,784.0,13656.0,206456188.0,403516991.236,Alabama,0.11325,-0.07555,-0.054125,-0.058975,-0.0159125,0.0114
49,Alabama,2010,Marine Transportation,134.0,3822.0,190770870.0,519387019.933,Alabama,0.11325,-0.07555,-0.054125,-0.058975,-0.0159125,0.0114
50,Alabama,2010,Ocean Economy,1167.0,23094.0,651600826.0,1906680036.764,Alabama,0.11325,-0.07555,-0.054125,-0.058975,-0.0159125,0.0114
51,Alabama,2011,Marine Construction,43.0,379.0,15826044.0,29802849.25,Alabama,0.1743,-0.0144875,-0.008424999999999998,-0.013325000000000004,-0.0056375,0.0216875
52,Alabama,2011,Living Resources,125.0,1738.0,42762146.0,114364975.865,Alabama,0.1743,-0.0144875,-0.008424999999999998,-0.013325000000000004,-0.0056375,0.0216875
53,Alabama,2011,Offshore Mineral Resources,40.0,504.0,49351441.0,447376456.784,Alabama,0.1743,-0.0144875,-0.008424999999999998,-0.013325000000000004,-0.0056375,0.0216875
54,Alabama,2011,Ship and Boat Building,50.0,3639.0,195167781.0,383809234.082,Alabama,0.1743,-0.0144875,-0.008424999999999998,-0.013325000000000004,-0.0056375,0.0216875
55,Alabama,2011,Tourism and Recreation,817.0,14626.0,225237461.0,454711442.49,Alabama,0.1743,-0.0144875,-0.008424999999999998,-0.013325000000000004,-0.0056375,0.0216875
56,Alabama,2011,Marine Transportation,133.0,4065.0,202254332.0,491607590.447,Alabama,0.1743,-0.0144875,-0.008424999999999998,-0.013325000000000004,-0.0056375,0.0216875
57,Alabama,2011,Ocean Economy,1208.0,24953.0,730599205.0,1921672548.917,Alabama,0.1743,-0.0144875,-0.008424999999999998,-0.013325000000000004,-0.0056375,0.0216875
58,Alabama,2012,Marine Construction,44.0,383.25,18831030.0,36076293.385,Alabama,0.1542875,-0.0345375,-0.03925,-0.04415,0.005450000000000002,0.0327625
59,Alabama,2012,Living Resources,121.0,1856.667,45296112.0,133881801.674,Alabama,0.1542875,-0.0345375,-0.03925,-0.04415,0.005450000000000002,0.0327625
60,Alabama,2012,Offshore Mineral Resources,38.0,544.667,55253898.0,404367618.511,Alabama,0.1542875,-0.0345375,-0.03925,-0.04415,0.005450000000000002,0.0327625
61,Alabama,2012,Ship and Boat Building,43.0,4760.25,250478690.0,468173883.823,Alabama,0.1542875,-0.0345375,-0.03925,-0.04415,0.005450000000000002,0.0327625
62,Alabama,2012,Tourism and Recreation,837.0,15138.167,239903881.0,496689373.957,Alabama,0.1542875,-0.0345375,-0.03925,-0.04415,0.005450000000000002,0.0327625
63,Alabama,2012,Marine Transportation,135.0,4209.833,210575556.0,435865469.812,Alabama,0.1542875,-0.0345375,-0.03925,-0.04415,0.005450000000000002,0.0327625
64,Alabama,2012,Ocean Economy,1218.0,26892.833,820339167.0,1975054441.164,Alabama,0.1542875,-0.0345375,-0.03925,-0.04415,0.005450000000000002,0.0327625
65,Alabama,2013,Marine Construction,43.0,398.417,18357888.0,34932257.139,Alabama,0.1916,0.002775,-0.033475,-0.0383625,-0.0103,0.017025
66,Alabama,2013,Living Resources,123.0,1766.167,44625071.0,198948055.119,Alabama,0.1916,0.002775,-0.033475,-0.0383625,-0.0103,0.017025
67,Alabama,2013,Offshore Mineral Resources,39.0,576.583,59326119.0,513544936.967,Alabama,0.1916,0.002775,-0.033475,-0.0383625,-0.0103,0.017025
68,Alabama,2013,Ship and Boat Building,48.0,5537.5,307825482.0,636585160.52,Alabama,0.1916,0.002775,-0.033475,-0.0383625,-0.0103,0.017025
69,Alabama,2013,Tourism and Recreation,860.0,15897.833,259013071.0,533394261.387,Alabama,0.1916,0.002775,-0.033475,-0.0383625,-0.0103,0.017025
70,Alabama,2013,Marine Transportation,133.0,4043.917,211803346.0,406830825.986,Alabama,0.1916,0.002775,-0.033475,-0.0383625,-0.0103,0.017025
71,Alabama,2013,Ocean Economy,1246.0,28220.417,900950977.0,2324235497.119,Alabama,0.1916,0.002775,-0.033475,-0.0383625,-0.0103,0.017025
72,Alabama,2020,Marine Construction,39.0,403.25,23790923.0,44234358.971,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
73,Alabama,2020,Living Resources,134.0,1653.75,55635743.0,124960594.887,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
74,Alabama,2020,Offshore Mineral Resources,45.0,213.583,18157441.0,60827978.076,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
75,Alabama,2020,Ship and Boat Building,55.0,4417.083,309891553.0,528816439.911,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
76,Alabama,2020,Tourism and Recreation,1047.0,17314.667,374507949.0,741421741.731,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
77,Alabama,2020,Marine Transportation,122.0,4602.833,257161471.0,382954158.532,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
78,Alabama,2020,Ocean Economy,1442.0,28605.167,1039145080.0,1883215272.108,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
79,Alabama,2020,Education and Health Services,18248.0,427266.0,22106481819.0,17634300000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
80,Alabama,2020,Professional and Business Services,23002.0,245428.0,15298484132.0,22870900000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
81,Alabama,2020,All Industries Total,132127.0,1909146.0,99675713076.0,226896500000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
82,Alabama,2020,Other Services,9085.0,43237.0,1835175175.0,5113700000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
83,Alabama,2020,Natural Resources and Mining,1829.0,18051.0,1062685422.0,3183700000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
84,Alabama,2020,Financial Activities,14034.0,96536.0,7291026242.0,40462400000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
85,Alabama,2020,Public Administration,2079.0,126443.0,7630305718.0,5535700000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
86,Alabama,2020,Information,2632.0,20078.0,1363653062.0,4683100000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
87,Alabama,2020,Construction,10338.0,92772.0,5499454454.0,10208600000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
88,Alabama,2020,Manufacturing,5774.0,258328.0,15599723444.0,35733700000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
89,Alabama,2020,Leisure and Hospitality,11444.0,183449.0,3490082080.0,6890700000.0,Alabama,0.217275,0.02845,-0.005662499999999999,-0.01055,-0.0416,-0.01425
90,Alabama,2006,Tourism and Recreation,653.0,12534.0,171559674.0,352972360.149,Alabama,0.1519,-0.036925,0.024874999999999998,0.02,-0.02345,0.0038624999999999996
91,Alabama,2006,Marine Transportation,118.0,3376.0,136901773.0,266937758.049,Alabama,0.1519,-0.036925,0.024874999999999998,0.02,-0.02345,0.0038624999999999996
92,Alabama,2006,Ocean Economy,1029.0,21908.0,529642474.0,1949318116.963,Alabama,0.1519,-0.036925,0.024874999999999998,0.02,-0.02345,0.0038624999999999996
93,Alabama,2006,Marine Construction,51.0,439.0,16269899.0,33893359.021,Alabama,0.1519,-0.036925,0.024874999999999998,0.02,-0.02345,0.0038624999999999996
94,Alabama,2006,Living Resources,123.0,2440.0,53215020.0,189063981.431,Alabama,0.1519,-0.036925,0.024874999999999998,0.02,-0.02345,0.0038624999999999996
95,Alabama,2006,Offshore Mineral Resources,29.0,459.0,35357065.0,851819045.352,Alabama,0.1519,-0.036925,0.024874999999999998,0.02,-0.02345,0.0038624999999999996
96,Alabama,2006,Ship and Boat Building,55.0,2656.0,116339043.0,254631612.961,Alabama,0.1519,-0.036925,0.024874999999999998,0.02,-0.02345,0.0038624999999999996
97,Alabama,2007,Marine Construction,50.0,435.0,15540390.0,32180365.524,Alabama,0.19005,0.0012374999999999999,-0.010275000000000001,-0.015175,-0.0231625,0.0041375000000000006
98,Alabama,2007,Living Resources,121.0,2338.0,53437625.0,197675951.919,Alabama,0.19005,0.0012374999999999999,-0.010275000000000001,-0.015175,-0.0231625,0.0041375000000000006
99,Alabama,2007,Offshore Mineral Resources,32.0,464.0,38584491.0,939287643.44,Alabama,0.19005,0.0012374999999999999,-0.010275000000000001,-0.015175,-0.0231625,0.0041375000000000006
100,Alabama,2007,Ship and Boat Building,55.0,3551.0,155900038.0,327122345.328,Alabama,0.19005,0.0012374999999999999,-0.010275000000000001,-0.015175,-0.0231625,0.0041375000000000006
101,Alabama,2007,Tourism and Recreation,700.0,12672.0,181627567.0,368039139.149,Alabama,0.19005,0.0012374999999999999,-0.010275000000000001,-0.015175,-0.0231625,0.0041375000000000006
102,Alabama,2007,Marine Transportation,116.0,4028.0,181966562.0,394061436.231,Alabama,0.19005,0.0012374999999999999,-0.010275000000000001,-0.015175,-0.0231625,0.0041375000000000006
103,Alabama,2007,Ocean Economy,1074.0,23489.0,627056673.0,2258366881.59,Alabama,0.19005,0.0012374999999999999,-0.010275000000000001,-0.015175,-0.0231625,0.0041375000000000006
104,Alabama,2008,Marine Construction,51.0,388.0,13673839.0,25712190.765,Alabama,0.1637125,-0.025087500000000002,-0.014025,-0.0189,-0.016175000000000002,0.01115
105,Alabama,2008,Living Resources,125.0,2161.0,51100869.0,158002426.439,Alabama,0.1637125,-0.025087500000000002,-0.014025,-0.0189,-0.016175000000000002,0.01115
106,Alabama,2008,Offshore Mineral Resources,35.0,472.0,40928014.0,1064170160.564,Alabama,0.1637125,-0.025087500000000002,-0.014025,-0.0189,-0.016175000000000002,0.01115
107,Alabama,2008,Ship and Boat Building,52.0,3991.0,179550919.0,378013486.495,Alabama,0.1637125,-0.025087500000000002,-0.014025,-0.0189,-0.016175000000000002,0.01115
108,Alabama,2008,Tourism and Recreation,754.0,13287.0,194055242.0,371695328.736,Alabama,0.1637125,-0.025087500000000002,-0.014025,-0.0189,-0.016175000000000002,0.01115
109,Alabama,2008,Marine Transportation,120.0,4397.0,217331635.0,511249363.804,Alabama,0.1637125,-0.025087500000000002,-0.014025,-0.0189,-0.016175000000000002,0.01115
110,Alabama,2008,Ocean Economy,1137.0,24698.0,696640518.0,2508842956.803,Alabama,0.1637125,-0.025087500000000002,-0.014025,-0.0189,-0.016175000000000002,0.01115
111,Alabama,2005,Marine Construction,42.0,324.0,12188039.0,25442785.385,Alabama,0.1024125,-0.0864,-0.03725,-0.04215,-0.0273625,-3.749999999999945e-05
112,Alabama,2005,Living Resources,141.0,2589.0,53585276.0,225473062.386,Alabama,0.1024125,-0.0864,-0.03725,-0.04215,-0.0273625,-3.749999999999945e-05
113,Alabama,2005,Offshore Mineral Resources,29.0,444.0,32757416.0,891960511.804,Alabama,0.1024125,-0.0864,-0.03725,-0.04215,-0.0273625,-3.749999999999945e-05
114,Alabama,2005,Ship and Boat Building,55.0,2291.0,93617363.0,216635101.693,Alabama,0.1024125,-0.0864,-0.03725,-0.04215,-0.0273625,-3.749999999999945e-05
115,Alabama,2005,Tourism and Recreation,640.0,11628.0,150894614.0,307342355.447,Alabama,0.1024125,-0.0864,-0.03725,-0.04215,-0.0273625,-3.749999999999945e-05
116,Alabama,2005,Marine Transportation,116.0,2959.0,120383529.0,240969295.032,Alabama,0.1024125,-0.0864,-0.03725,-0.04215,-0.0273625,-3.749999999999945e-05
117,Alabama,2005,Ocean Economy,1023.0,20237.0,463426237.0,1907823111.746,Alabama,0.1024125,-0.0864,-0.03725,-0.04215,-0.0273625,-3.749999999999945e-05
118,Alabama,2016,Marine Construction,43.0,447.75,21972332.0,40904812.988,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
119,Alabama,2016,Living Resources,141.0,2028.5,58388581.0,162407770.403,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
120,Alabama,2016,Offshore Mineral Resources,42.0,345.25,34265539.0,221183705.138,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
121,Alabama,2016,Ship and Boat Building,54.0,5546.5,346862386.0,704451147.642,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
122,Alabama,2016,Tourism and Recreation,932.0,18440.75,326669407.0,703155333.348,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
123,Alabama,2016,Marine Transportation,120.0,3730.083,195611731.0,342522403.79,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
124,Alabama,2016,Ocean Economy,1332.0,30538.833,983769976.0,2174625173.309,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
125,Alabama,2016,Manufacturing,5286.0,260476.0,14126324910.0,34083100000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
126,Alabama,2016,Natural Resources and Mining,1806.0,17369.0,856279486.0,3779100000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
127,Alabama,2016,Other Services,9245.0,44990.0,1631608097.0,5192100000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
128,Alabama,2016,Information,1852.0,21533.0,1204965358.0,4709200000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
129,Alabama,2016,Leisure and Hospitality,10682.0,203686.0,3311113535.0,6469900000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
130,Alabama,2016,Trade Transportation and Utilities,33245.0,401462.0,16170439354.0,37366900000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
131,Alabama,2016,All Industries Total,122311.0,1915305.0,85866639650.0,203398400000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
132,Alabama,2016,Education and Health Services,14658.0,424839.0,19214421777.0,16612200000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
133,Alabama,2016,Professional and Business Services,21085.0,236856.0,12365780409.0,19641700000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
134,Alabama,2016,Public Administration,2040.0,124051.0,6650091557.0,34487200000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
135,Alabama,2016,Construction,9397.0,84105.0,4250189880.0,7190700000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
136,Alabama,2016,Financial Activities,13017.0,95401.0,6060131234.0,33866200000.0,Alabama,0.3024875,0.1136875,0.022,0.017125,-0.0138375,0.0134875
137,Alabama,2019,Marine Construction,38.0,402.75,23260340.0,44480193.154,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
138,Alabama,2019,Living Resources,135.0,1980.5,62807218.0,162195583.172,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
139,Alabama,2019,Offshore Mineral Resources,44.0,297.167,31096026.0,151805261.488,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
140,Alabama,2019,Ship and Boat Building,55.0,4372.0,306441017.0,681565330.7,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
141,Alabama,2019,Tourism and Recreation,1059.0,20005.083,404282200.0,827371366.533,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
142,Alabama,2019,Marine Transportation,125.0,4348.5,240704092.0,383133183.074,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
143,Alabama,2019,Ocean Economy,1456.0,31406.0,1068590893.0,2250550918.121,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
144,Alabama,2019,All Industries Total,129466.0,1989555.0,97168689833.0,228143000000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
145,Alabama,2019,Other Services,10227.0,47652.0,1878784177.0,5780900000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
146,Alabama,2019,Construction,10073.0,93619.0,5255826512.0,8618500000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
147,Alabama,2019,Professional and Business Services,22312.0,254088.0,14560879176.0,23028800000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
148,Alabama,2019,Manufacturing,5678.0,268948.0,15741980056.0,38400400000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
149,Alabama,2019,Information,2375.0,22108.0,1361565716.0,4708900000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
150,Alabama,2019,Leisure and Hospitality,11404.0,214478.0,3870150188.0,7099900000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
151,Alabama,2019,Public Administration,2080.0,125801.0,7263689158.0,38200800000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
152,Alabama,2019,Financial Activities,13744.0,96927.0,6846484847.0,37882500000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
153,Alabama,2019,Natural Resources and Mining,1846.0,18939.0,1070584983.0,4300800000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
154,Alabama,2019,Education and Health Services,16067.0,441765.0,21457129359.0,18617000000.0,Alabama,0.22266249999999999,0.03385,0.0078375,0.0029500000000000012,0.013300000000000001,0.0405875
155,Alabama,2014,Marine Construction,40.0,410.667,18638735.0,34183667.208,Alabama,0.2332625,0.044475,-0.0182125,-0.023087499999999997,-0.006237500000000001,0.0210875
156,Alabama,2014,Living Resources,129.0,1754.833,46673137.0,165006734.875,Alabama,0.2332625,0.044475,-0.0182125,-0.023087499999999997,-0.006237500000000001,0.0210875
157,Alabama,2014,Offshore Mineral Resources,37.0,570.917,59156425.0,512896948.777,Alabama,0.2332625,0.044475,-0.0182125,-0.023087499999999997,-0.006237500000000001,0.0210875
158,Alabama,2014,Ship and Boat Building,49.0,5649.917,326114513.0,608468629.734,Alabama,0.2332625,0.044475,-0.0182125,-0.023087499999999997,-0.006237500000000001,0.0210875
159,Alabama,2014,Tourism and Recreation,865.0,16474.25,276731675.0,574873178.919,Alabama,0.2332625,0.044475,-0.0182125,-0.023087499999999997,-0.006237500000000001,0.0210875
160,Alabama,2014,Marine Transportation,123.0,3968.083,216912985.0,418463035.227,Alabama,0.2332625,0.044475,-0.0182125,-0.023087499999999997,-0.006237500000000001,0.0210875
161,Alabama,2014,Ocean Economy,1243.0,28828.667,944227470.0,2313892194.739,Alabama,0.2332625,0.044475,-0.0182125,-0.023087499999999997,-0.006237500000000001,0.0210875
162,Alabama,2015,Marine Construction,43.0,443.583,23066601.0,42172179.658,Alabama,0.3307625,0.1419375,0.0326125,0.027725000000000003,-0.0074375000000000005,0.0199
